VIDEO,ANIMAL,BODY-PART,SHAPE,SHAPE TYPE,MEASUREMENT,VALUE
C1-N_8E5-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),8.079999999999998
C1-N_8E5-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),21.08
C1-N_8E5-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),148.0
C1-N_8E5-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),15.6
C1-N_8E5-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),31.36
C1-N_8E5-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),28.0
C1-N_8E5-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),3.08
C1-N_8E5-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),57.24
C1-N_8E5-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),3.0
C1-N_8E5-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),0.92
M-CCI_7B4-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),1.08
M-CCI_7B4-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),43.0
M-CCI_7B4-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),3.92
M-CCI_7B4-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),2.2
M-CCI_7B4-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),213.0
M-CCI_7B4-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),14.080000000000002
M-CCI_7B4-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),20.28
M-CCI_7B4-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),22.0
M-CCI_7B4-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),1.4800000000000002
M-CCI_7B4-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),21.68
M-CCI_7B4-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),15.0
M-CCI_7B4-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),1.0
M-CCI_7B4-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.36
M-CCI_7B4-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),42.0
M-CCI_7B4-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),3.9600000000000004
M-CCI_7B4-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),3.72
M-CCI_7B4-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),93.0
M-CCI_7B4-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),7.080000000000001
M-CCI_7B4-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),8.48
M-CCI_7B4-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),32.0
M-CCI_7B4-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),2.16
M-CCI_7B4-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),1.24
M-CCI_7B4-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),9.0
M-CCI_7B4-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),0.56
M-CCI_7D2-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.6
M-CCI_7D2-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),118.0
M-CCI_7D2-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),12.919999999999996
M-CCI_7D2-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),4.68
M-CCI_7D2-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),136.0
M-CCI_7D2-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),8.68
M-CCI_7D2-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),11.88
M-CCI_7D2-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),103.0
M-CCI_7D2-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),9.359999999999998
M-CCI_7D2-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),1.96
M-CCI_7D2-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),47.0
M-CCI_7D2-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),3.6800000000000006
M-CCI_7D2-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.04
M-CCI_7D2-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),90.0
M-CCI_7D2-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),8.879999999999999
M-CCI_7D2-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),3.96
M-CCI_7D2-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),117.0
M-CCI_7D2-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),9.519999999999998
M-CCI_7D2-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),74.96
M-CCI_7D2-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),29.0
M-CCI_7D2-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),2.16
M-CCI_7D2-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),32.72
M-CCI_7D2-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),30.0
M-CCI_7D2-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),2.96
M-CCI_7D3-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),1.92
M-CCI_7D3-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),42.0
M-CCI_7D3-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),5.48
M-CCI_7D3-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),10.48
M-CCI_7D3-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),157.0
M-CCI_7D3-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),11.72
M-CCI_7D3-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),20.32
M-CCI_7D3-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),51.0
M-CCI_7D3-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),3.6
M-CCI_7D3-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),26.0
M-CCI_7D3-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),23.0
M-CCI_7D3-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),1.4000000000000004
M-CCI_7D3-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.12
M-CCI_7D3-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),46.0
M-CCI_7D3-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),7.08
M-CCI_7D3-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),7.64
M-CCI_7D3-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),42.0
M-CCI_7D3-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),2.6
M-CCI_7D3-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),9.04
M-CCI_7D3-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),60.0
M-CCI_7D3-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),3.8
M-CCI_7D3-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),0.12
M-CCI_7D3-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),23.0
M-CCI_7D3-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),2.3600000000000003
M-CCI_7H3-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.76
M-CCI_7H3-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),62.0
M-CCI_7H3-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),4.720000000000001
M-CCI_7H3-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),17.64
M-CCI_7H3-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),133.0
M-CCI_7H3-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),9.280000000000001
M-CCI_7H3-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),20.88
M-CCI_7H3-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),49.0
M-CCI_7H3-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),3.7600000000000002
M-CCI_7H3-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),67.2
M-CCI_7H3-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),10.0
M-CCI_7H3-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),0.8400000000000001
M-CCI_7H3-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),1.56
M-CCI_7H3-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),29.0
M-CCI_7H3-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),3.7600000000000007
M-CCI_7H3-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),7.96
M-CCI_7H3-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),121.0
M-CCI_7H3-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),10.160000000000002
M-CCI_7H3-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),24.72
M-CCI_7H3-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),83.0
M-CCI_7H3-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),7.04
M-CCI_7H3-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),65.12
M-CCI_7H3-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),16.0
M-CCI_7H3-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),0.8400000000000001
M-N_7A3-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.12
M-N_7A3-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),47.0
M-N_7A3-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),3.4400000000000004
M-N_7A3-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),4.0
M-N_7A3-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),131.0
M-N_7A3-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),9.080000000000002
M-N_7A3-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),10.68
M-N_7A3-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),54.0
M-N_7A3-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),3.3600000000000003
M-N_7A3-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),32.72
M-N_7A3-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),14.0
M-N_7A3-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),1.0
M-N_7A3-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.12
M-N_7A3-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),178.0
M-N_7A3-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),43.480000000000004
M-N_7A3-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),6.0
M-N_7A3-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),58.0
M-N_7A3-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),20.080000000000002
M-N_7A3-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),
M-N_7A3-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),0.0
M-N_7A3-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),0.0
M-N_7A3-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),23.92
M-N_7A3-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),35.0
M-N_7A3-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),7.72
M-N_7C1-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.76
M-N_7C1-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),72.0
M-N_7C1-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),8.64
M-N_7C1-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),3.08
M-N_7C1-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),162.0
M-N_7C1-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),11.88
M-N_7C1-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),6.12
M-N_7C1-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),64.0
M-N_7C1-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),5.76
M-N_7C1-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),0.76
M-N_7C1-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),36.0
M-N_7C1-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),3.6799999999999997
M-N_7C1-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.28
M-N_7C1-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),109.0
M-N_7C1-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),11.519999999999998
M-N_7C1-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),13.36
M-N_7C1-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),67.0
M-N_7C1-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),7.040000000000001
M-N_7C1-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),16.84
M-N_7C1-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),73.0
M-N_7C1-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),6.080000000000001
M-N_7C1-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),0.64
M-N_7C1-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),49.0
M-N_7C1-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),3.84
M-N_7D4-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.0
M-N_7D4-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),70.0
M-N_7D4-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),8.28
M-N_7D4-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),9.32
M-N_7D4-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),112.0
M-N_7D4-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),8.080000000000002
M-N_7D4-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),14.04
M-N_7D4-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),67.0
M-N_7D4-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),5.680000000000001
M-N_7D4-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),56.16
M-N_7D4-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),15.0
M-N_7D4-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),1.04
M-N_7D4-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.24
M-N_7D4-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),45.0
M-N_7D4-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),3.04
M-N_7D4-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),5.92
M-N_7D4-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),68.0
M-N_7D4-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),4.5200000000000005
M-N_7D4-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),9.36
M-N_7D4-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),132.0
M-N_7D4-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),10.719999999999999
M-N_7D4-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),20.56
M-N_7D4-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),27.0
M-N_7D4-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),1.7600000000000002
M-N_7E3-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.48
M-N_7E3-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),22.0
M-N_7E3-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),1.9999999999999998
M-N_7E3-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),10.84
M-N_7E3-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),96.0
M-N_7E3-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),5.720000000000001
M-N_7E3-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),16.08
M-N_7E3-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),41.0
M-N_7E3-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),2.9200000000000004
M-N_7E3-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),47.12
M-N_7E3-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),17.0
M-N_7E3-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),0.92
M-N_7E3-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.48
M-N_7E3-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),30.0
M-N_7E3-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),2.04
M-N_7E3-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),8.0
M-N_7E3-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),106.0
M-N_7E3-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),7.72
M-N_7E3-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),13.8
M-N_7E3-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),66.0
M-N_7E3-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),4.720000000000001
M-N_7E3-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),29.36
M-N_7E3-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),10.0
M-N_7E3-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),0.48
M-N_7E4-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.0
M-N_7E4-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),76.0
M-N_7E4-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),8.44
M-N_7E4-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),9.28
M-N_7E4-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),122.0
M-N_7E4-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),10.000000000000002
M-N_7E4-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),15.52
M-N_7E4-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),54.0
M-N_7E4-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),4.12
M-N_7E4-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),0.0
M-N_7E4-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),44.0
M-N_7E4-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),3.16
M-N_7E4-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.0
M-N_7E4-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),41.0
M-N_7E4-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),4.32
M-N_7E4-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),6.08
M-N_7E4-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),59.0
M-N_7E4-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),3.8800000000000003
M-N_7E4-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),11.96
M-N_7E4-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),74.0
M-N_7E4-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),5.4799999999999995
M-N_7E4-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),27.52
M-N_7E4-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),13.0
M-N_7E4-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),0.7200000000000001
M-N_7H2-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),2.88
M-N_7H2-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),47.0
M-N_7H2-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),3.8400000000000007
M-N_7H2-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),4.56
M-N_7H2-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),109.0
M-N_7H2-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),7.24
M-N_7H2-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),13.56
M-N_7H2-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),67.0
M-N_7H2-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),4.68
M-N_7H2-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),81.8
M-N_7H2-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),9.0
M-N_7H2-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),0.9200000000000002
M-N_7H2-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.0
M-N_7H2-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),92.0
M-N_7H2-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),8.719999999999997
M-N_7H2-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),42.44
M-N_7H2-5,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),31.0
M-N_7H2-5,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),1.8000000000000003
M-N_7H2-5,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),44.8
M-N_7H2-5,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),82.0
M-N_7H2-5,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),10.239999999999998
M-N_7H2-5,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),40.92
M-N_7H2-5,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),14.0
M-N_7H2-5,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),0.8
M-SH_7G1-0,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.0
M-SH_7G1-0,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),91.0
M-SH_7G1-0,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),7.240000000000001
M-SH_7G1-0,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),4.08
M-SH_7G1-0,Animal_1,Nose,Chamber2,rectangle,ROI ENTRIES (COUNTS),62.0
M-SH_7G1-0,Animal_1,Nose,Chamber2,rectangle,TOTAL ROI TIME (S),4.640000000000001
M-SH_7G1-0,Animal_1,Nose,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),7.2
M-SH_7G1-0,Animal_1,Nose,Chamber3,rectangle,ROI ENTRIES (COUNTS),28.0
M-SH_7G1-0,Animal_1,Nose,Chamber3,rectangle,TOTAL ROI TIME (S),2.4400000000000004
M-SH_7G1-0,Animal_1,Nose,Top_half,rectangle,FIRST ROI ENTRY TIME (S),97.64
M-SH_7G1-0,Animal_1,Nose,Top_half,rectangle,ROI ENTRIES (COUNTS),2.0
M-SH_7G1-0,Animal_1,Nose,Top_half,rectangle,TOTAL ROI TIME (S),0.08
M-SH_7G1-5,Animal_1,Nose,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.04
M-SH_7G1-5,Animal_1,Nose,Chamber1,rectangle,ROI ENTRIES (COUNTS),31.0
M-SH_7G1-5,Animal_1,Nose,Chamber1,rectangle,TOTAL ROI TIME (S),2.8000000000000003
M-SH_7G1-5,Animal_1,Nose,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),4.16
