VIDEO,ANIMAL,BODY-PART,SHAPE,SHAPE TYPE,MEASUREMENT,VALUE
C1-CCI_8D1-5,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),51.0
C1-CCI_8D1-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),27.605480786020046
C1-CCI_8D1-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),13.12
C1-CCI_8D1-5,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),
C1-CCI_8D1-5,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),
C1-CCI_8D1-5,Animal_1,Tail_base,Top_half,rectangle,MEAN ROI BOUT TIME (S),
C1-CCI_8D1-5,Animal_1,Tail_base,Top_half,rectangle,ROI ENTRIES (COUNTS),0.0
C1-CCI_8D1-5,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-CCI_8D1-5,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI TIME (S),0.0
C1-N_8A1-0,Animal_1,Tail_base,Chamber1,rectangle,AVERAGE ROI VELOCITY (CM/S),4.9238391854787595
C1-N_8A1-0,Animal_1,Tail_base,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.0
C1-N_8A1-0,Animal_1,Tail_base,Chamber1,rectangle,MEAN ROI BOUT TIME (S),0.13
C1-N_8A1-0,Animal_1,Tail_base,Chamber1,rectangle,ROI ENTRIES (COUNTS),36.0
C1-N_8A1-0,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI MOVEMENT (CM),10.881507524685306
C1-N_8A1-0,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI TIME (S),4.680000000000001
C1-N_8A1-0,Animal_1,Tail_base,Chamber2,rectangle,AVERAGE ROI VELOCITY (CM/S),5.095034009436436
C1-N_8A1-0,Animal_1,Tail_base,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),10.76
C1-N_8A1-0,Animal_1,Tail_base,Chamber2,rectangle,MEAN ROI BOUT TIME (S),0.2847457627118644
C1-N_8A1-0,Animal_1,Tail_base,Chamber2,rectangle,ROI ENTRIES (COUNTS),118.0
C1-N_8A1-0,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI MOVEMENT (CM),137.69438743051435
C1-N_8A1-0,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI TIME (S),33.6
C1-N_8A1-0,Animal_1,Tail_base,Chamber3,rectangle,AVERAGE ROI VELOCITY (CM/S),2.5705628053869654
C1-N_8A1-0,Animal_1,Tail_base,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),16.0
C1-N_8A1-0,Animal_1,Tail_base,Chamber3,rectangle,MEAN ROI BOUT TIME (S),0.22635294117647062
C1-N_8A1-0,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),85.0
C1-N_8A1-0,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),56.01324197228474
C1-N_8A1-0,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),19.240000000000002
C1-N_8A1-0,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),
C1-N_8A1-0,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),
C1-N_8A1-0,Animal_1,Tail_base,Top_half,rectangle,MEAN ROI BOUT TIME (S),
C1-N_8A1-0,Animal_1,Tail_base,Top_half,rectangle,ROI ENTRIES (COUNTS),0.0
C1-N_8A1-0,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-N_8A1-0,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI TIME (S),0.0
C1-N_8A1-5,Animal_1,Tail_base,Chamber1,rectangle,AVERAGE ROI VELOCITY (CM/S),0.44556290950757566
C1-N_8A1-5,Animal_1,Tail_base,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),24.2
C1-N_8A1-5,Animal_1,Tail_base,Chamber1,rectangle,MEAN ROI BOUT TIME (S),0.34709677419354834
C1-N_8A1-5,Animal_1,Tail_base,Chamber1,rectangle,ROI ENTRIES (COUNTS),62.0
C1-N_8A1-5,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI MOVEMENT (CM),4.314105872475492
C1-N_8A1-5,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI TIME (S),21.519999999999996
C1-N_8A1-5,Animal_1,Tail_base,Chamber2,rectangle,AVERAGE ROI VELOCITY (CM/S),0.3203996977171976
C1-N_8A1-5,Animal_1,Tail_base,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),28.8
C1-N_8A1-5,Animal_1,Tail_base,Chamber2,rectangle,MEAN ROI BOUT TIME (S),0.31833333333333336
C1-N_8A1-5,Animal_1,Tail_base,Chamber2,rectangle,ROI ENTRIES (COUNTS),24.0
C1-N_8A1-5,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI MOVEMENT (CM),0.6999352880085293
C1-N_8A1-5,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI TIME (S),7.640000000000001
C1-N_8A1-5,Animal_1,Tail_base,Chamber3,rectangle,AVERAGE ROI VELOCITY (CM/S),0.47243510622738233
C1-N_8A1-5,Animal_1,Tail_base,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),12.24
C1-N_8A1-5,Animal_1,Tail_base,Chamber3,rectangle,MEAN ROI BOUT TIME (S),0.27612903225806457
C1-N_8A1-5,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),93.0
C1-N_8A1-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),9.927153531182192
C1-N_8A1-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),25.680000000000003
C1-N_8A1-5,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),
C1-N_8A1-5,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),
C1-N_8A1-5,Animal_1,Tail_base,Top_half,rectangle,MEAN ROI BOUT TIME (S),
C1-N_8A1-5,Animal_1,Tail_base,Top_half,rectangle,ROI ENTRIES (COUNTS),0.0
C1-N_8A1-5,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-N_8A1-5,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI TIME (S),0.0
C1-N_8B2-0,Animal_1,Tail_base,Chamber1,rectangle,AVERAGE ROI VELOCITY (CM/S),1.722187609262608
C1-N_8B2-0,Animal_1,Tail_base,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),2.04
C1-N_8B2-0,Animal_1,Tail_base,Chamber1,rectangle,MEAN ROI BOUT TIME (S),0.1718918918918919
C1-N_8B2-0,Animal_1,Tail_base,Chamber1,rectangle,ROI ENTRIES (COUNTS),37.0
C1-N_8B2-0,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI MOVEMENT (CM),5.071086161158073
C1-N_8B2-0,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI TIME (S),6.36
C1-N_8B2-0,Animal_1,Tail_base,Chamber2,rectangle,AVERAGE ROI VELOCITY (CM/S),5.710433236505884
C1-N_8B2-0,Animal_1,Tail_base,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),3.36
C1-N_8B2-0,Animal_1,Tail_base,Chamber2,rectangle,MEAN ROI BOUT TIME (S),0.2410344827586207
C1-N_8B2-0,Animal_1,Tail_base,Chamber2,rectangle,ROI ENTRIES (COUNTS),116.0
C1-N_8B2-0,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI MOVEMENT (CM),47.32624682570113
C1-N_8B2-0,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI TIME (S),27.96
C1-N_8B2-0,Animal_1,Tail_base,Chamber3,rectangle,AVERAGE ROI VELOCITY (CM/S),0.35190335584557564
C1-N_8B2-0,Animal_1,Tail_base,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),15.04
C1-N_8B2-0,Animal_1,Tail_base,Chamber3,rectangle,MEAN ROI BOUT TIME (S),0.22032786885245903
C1-N_8B2-0,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),122.0
C1-N_8B2-0,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),10.525799979766758
C1-N_8B2-0,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),26.880000000000003
C1-N_8B2-0,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),0.0
C1-N_8B2-0,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),42.24
C1-N_8B2-0,Animal_1,Tail_base,Top_half,rectangle,MEAN ROI BOUT TIME (S),0.20000000000000004
C1-N_8B2-0,Animal_1,Tail_base,Top_half,rectangle,ROI ENTRIES (COUNTS),3.0
C1-N_8B2-0,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-N_8B2-0,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI TIME (S),0.6000000000000001
C1-N_8B2-5,Animal_1,Tail_base,Chamber1,rectangle,AVERAGE ROI VELOCITY (CM/S),0.32751259223388074
C1-N_8B2-5,Animal_1,Tail_base,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),23.36
C1-N_8B2-5,Animal_1,Tail_base,Chamber1,rectangle,MEAN ROI BOUT TIME (S),0.7448648648648648
C1-N_8B2-5,Animal_1,Tail_base,Chamber1,rectangle,ROI ENTRIES (COUNTS),37.0
C1-N_8B2-5,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI MOVEMENT (CM),12.4877481924349
C1-N_8B2-5,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI TIME (S),27.56
C1-N_8B2-5,Animal_1,Tail_base,Chamber2,rectangle,AVERAGE ROI VELOCITY (CM/S),1.3678174423060834
C1-N_8B2-5,Animal_1,Tail_base,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),16.88
C1-N_8B2-5,Animal_1,Tail_base,Chamber2,rectangle,MEAN ROI BOUT TIME (S),0.7050000000000001
C1-N_8B2-5,Animal_1,Tail_base,Chamber2,rectangle,ROI ENTRIES (COUNTS),24.0
C1-N_8B2-5,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI MOVEMENT (CM),23.38930241010162
C1-N_8B2-5,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI TIME (S),16.92
C1-N_8B2-5,Animal_1,Tail_base,Chamber3,rectangle,AVERAGE ROI VELOCITY (CM/S),1.5042756894281404
C1-N_8B2-5,Animal_1,Tail_base,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),6.04
C1-N_8B2-5,Animal_1,Tail_base,Chamber3,rectangle,MEAN ROI BOUT TIME (S),0.5669841269841269
C1-N_8B2-5,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),63.0
C1-N_8B2-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),30.80515843554494
C1-N_8B2-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),35.72
C1-N_8B2-5,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),
C1-N_8B2-5,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),
C1-N_8B2-5,Animal_1,Tail_base,Top_half,rectangle,MEAN ROI BOUT TIME (S),
C1-N_8B2-5,Animal_1,Tail_base,Top_half,rectangle,ROI ENTRIES (COUNTS),0.0
C1-N_8B2-5,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-N_8B2-5,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI TIME (S),0.0
C1-N_8C2-0,Animal_1,Tail_base,Chamber1,rectangle,AVERAGE ROI VELOCITY (CM/S),0.15514764236769812
C1-N_8C2-0,Animal_1,Tail_base,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.04
C1-N_8C2-0,Animal_1,Tail_base,Chamber1,rectangle,MEAN ROI BOUT TIME (S),0.2694736842105263
C1-N_8C2-0,Animal_1,Tail_base,Chamber1,rectangle,ROI ENTRIES (COUNTS),57.0
C1-N_8C2-0,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI MOVEMENT (CM),1.1163332273484095
C1-N_8C2-0,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI TIME (S),15.360000000000001
C1-N_8C2-0,Animal_1,Tail_base,Chamber2,rectangle,AVERAGE ROI VELOCITY (CM/S),0.27768373090825527
C1-N_8C2-0,Animal_1,Tail_base,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),7.92
C1-N_8C2-0,Animal_1,Tail_base,Chamber2,rectangle,MEAN ROI BOUT TIME (S),0.25222222222222224
C1-N_8C2-0,Animal_1,Tail_base,Chamber2,rectangle,ROI ENTRIES (COUNTS),108.0
C1-N_8C2-0,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI MOVEMENT (CM),9.596749740189301
C1-N_8C2-0,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI TIME (S),27.240000000000002
C1-N_8C2-0,Animal_1,Tail_base,Chamber3,rectangle,AVERAGE ROI VELOCITY (CM/S),1.4121428261485343
C1-N_8C2-0,Animal_1,Tail_base,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),19.12
C1-N_8C2-0,Animal_1,Tail_base,Chamber3,rectangle,MEAN ROI BOUT TIME (S),0.15342465753424658
C1-N_8C2-0,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),73.0
C1-N_8C2-0,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),7.819466102724125
C1-N_8C2-0,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),11.200000000000001
C1-N_8C2-0,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),
C1-N_8C2-0,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),
C1-N_8C2-0,Animal_1,Tail_base,Top_half,rectangle,MEAN ROI BOUT TIME (S),
C1-N_8C2-0,Animal_1,Tail_base,Top_half,rectangle,ROI ENTRIES (COUNTS),0.0
C1-N_8C2-0,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-N_8C2-0,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI TIME (S),0.0
C1-N_8C2-5,Animal_1,Tail_base,Chamber1,rectangle,AVERAGE ROI VELOCITY (CM/S),1.302999925374987
C1-N_8C2-5,Animal_1,Tail_base,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.08
C1-N_8C2-5,Animal_1,Tail_base,Chamber1,rectangle,MEAN ROI BOUT TIME (S),0.2412403100775194
C1-N_8C2-5,Animal_1,Tail_base,Chamber1,rectangle,ROI ENTRIES (COUNTS),129.0
C1-N_8C2-5,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI MOVEMENT (CM),36.95166458168348
C1-N_8C2-5,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI TIME (S),31.12
C1-N_8C2-5,Animal_1,Tail_base,Chamber2,rectangle,AVERAGE ROI VELOCITY (CM/S),6.480852291099618
C1-N_8C2-5,Animal_1,Tail_base,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),8.84
C1-N_8C2-5,Animal_1,Tail_base,Chamber2,rectangle,MEAN ROI BOUT TIME (S),0.15
C1-N_8C2-5,Animal_1,Tail_base,Chamber2,rectangle,ROI ENTRIES (COUNTS),60.0
C1-N_8C2-5,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI MOVEMENT (CM),54.21968986808006
C1-N_8C2-5,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI TIME (S),9.0
C1-N_8C2-5,Animal_1,Tail_base,Chamber3,rectangle,AVERAGE ROI VELOCITY (CM/S),4.007679038558201
C1-N_8C2-5,Animal_1,Tail_base,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),16.08
C1-N_8C2-5,Animal_1,Tail_base,Chamber3,rectangle,MEAN ROI BOUT TIME (S),0.19259259259259257
C1-N_8C2-5,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),54.0
C1-N_8C2-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),28.930794189802487
C1-N_8C2-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),10.399999999999999
C1-N_8C2-5,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),
C1-N_8C2-5,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),
C1-N_8C2-5,Animal_1,Tail_base,Top_half,rectangle,MEAN ROI BOUT TIME (S),
C1-N_8C2-5,Animal_1,Tail_base,Top_half,rectangle,ROI ENTRIES (COUNTS),0.0
C1-N_8C2-5,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-N_8C2-5,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI TIME (S),0.0
C1-N_8C4-0,Animal_1,Tail_base,Chamber1,rectangle,AVERAGE ROI VELOCITY (CM/S),
C1-N_8C4-0,Animal_1,Tail_base,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),
C1-N_8C4-0,Animal_1,Tail_base,Chamber1,rectangle,MEAN ROI BOUT TIME (S),
C1-N_8C4-0,Animal_1,Tail_base,Chamber1,rectangle,ROI ENTRIES (COUNTS),0.0
C1-N_8C4-0,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-N_8C4-0,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI TIME (S),0.0
C1-N_8C4-0,Animal_1,Tail_base,Chamber2,rectangle,AVERAGE ROI VELOCITY (CM/S),0.6022372404239708
C1-N_8C4-0,Animal_1,Tail_base,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),5.04
C1-N_8C4-0,Animal_1,Tail_base,Chamber2,rectangle,MEAN ROI BOUT TIME (S),0.21562913907284764
C1-N_8C4-0,Animal_1,Tail_base,Chamber2,rectangle,ROI ENTRIES (COUNTS),151.0
C1-N_8C4-0,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI MOVEMENT (CM),41.287846325390916
C1-N_8C4-0,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI TIME (S),32.559999999999995
C1-N_8C4-0,Animal_1,Tail_base,Chamber3,rectangle,AVERAGE ROI VELOCITY (CM/S),1.0053960890710738
C1-N_8C4-0,Animal_1,Tail_base,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),2.16
C1-N_8C4-0,Animal_1,Tail_base,Chamber3,rectangle,MEAN ROI BOUT TIME (S),0.16194174757281554
C1-N_8C4-0,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),103.0
C1-N_8C4-0,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),10.109522354415926
C1-N_8C4-0,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),16.68
C1-N_8C4-0,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),
C1-N_8C4-0,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),
C1-N_8C4-0,Animal_1,Tail_base,Top_half,rectangle,MEAN ROI BOUT TIME (S),
C1-N_8C4-0,Animal_1,Tail_base,Top_half,rectangle,ROI ENTRIES (COUNTS),0.0
C1-N_8C4-0,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-N_8C4-0,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI TIME (S),0.0
C1-N_8C4-5,Animal_1,Tail_base,Chamber1,rectangle,AVERAGE ROI VELOCITY (CM/S),1.9996603562920876
C1-N_8C4-5,Animal_1,Tail_base,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),1.12
C1-N_8C4-5,Animal_1,Tail_base,Chamber1,rectangle,MEAN ROI BOUT TIME (S),0.32727272727272727
C1-N_8C4-5,Animal_1,Tail_base,Chamber1,rectangle,ROI ENTRIES (COUNTS),55.0
C1-N_8C4-5,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI MOVEMENT (CM),18.059838919355798
C1-N_8C4-5,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI TIME (S),18.0
C1-N_8C4-5,Animal_1,Tail_base,Chamber2,rectangle,AVERAGE ROI VELOCITY (CM/S),0.20002146795668552
C1-N_8C4-5,Animal_1,Tail_base,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),8.08
C1-N_8C4-5,Animal_1,Tail_base,Chamber2,rectangle,MEAN ROI BOUT TIME (S),0.2835555555555555
C1-N_8C4-5,Animal_1,Tail_base,Chamber2,rectangle,ROI ENTRIES (COUNTS),45.0
C1-N_8C4-5,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI MOVEMENT (CM),2.24003437859844
C1-N_8C4-5,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI TIME (S),12.759999999999998
C1-N_8C4-5,Animal_1,Tail_base,Chamber3,rectangle,AVERAGE ROI VELOCITY (CM/S),0.7354351489683334
C1-N_8C4-5,Animal_1,Tail_base,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),21.0
C1-N_8C4-5,Animal_1,Tail_base,Chamber3,rectangle,MEAN ROI BOUT TIME (S),0.21009009009009008
C1-N_8C4-5,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),111.0
C1-N_8C4-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),10.271251368168892
C1-N_8C4-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),23.32
C1-N_8C4-5,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),
C1-N_8C4-5,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),
C1-N_8C4-5,Animal_1,Tail_base,Top_half,rectangle,MEAN ROI BOUT TIME (S),
C1-N_8C4-5,Animal_1,Tail_base,Top_half,rectangle,ROI ENTRIES (COUNTS),0.0
C1-N_8C4-5,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-N_8C4-5,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI TIME (S),0.0
C1-N_8D2-0,Animal_1,Tail_base,Chamber1,rectangle,AVERAGE ROI VELOCITY (CM/S),1.4512586006230201
C1-N_8D2-0,Animal_1,Tail_base,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),16.76
C1-N_8D2-0,Animal_1,Tail_base,Chamber1,rectangle,MEAN ROI BOUT TIME (S),0.9527272727272728
C1-N_8D2-0,Animal_1,Tail_base,Chamber1,rectangle,ROI ENTRIES (COUNTS),22.0
C1-N_8D2-0,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI MOVEMENT (CM),16.80868987919891
C1-N_8D2-0,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI TIME (S),20.96
C1-N_8D2-0,Animal_1,Tail_base,Chamber2,rectangle,AVERAGE ROI VELOCITY (CM/S),0.21766863403565082
C1-N_8D2-0,Animal_1,Tail_base,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),0.28
C1-N_8D2-0,Animal_1,Tail_base,Chamber2,rectangle,MEAN ROI BOUT TIME (S),0.5686153846153847
C1-N_8D2-0,Animal_1,Tail_base,Chamber2,rectangle,ROI ENTRIES (COUNTS),65.0
C1-N_8D2-0,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI MOVEMENT (CM),6.113847322286514
C1-N_8D2-0,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI TIME (S),36.96000000000001
C1-N_8D2-0,Animal_1,Tail_base,Chamber3,rectangle,AVERAGE ROI VELOCITY (CM/S),0.4888036425665121
C1-N_8D2-0,Animal_1,Tail_base,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),6.04
C1-N_8D2-0,Animal_1,Tail_base,Chamber3,rectangle,MEAN ROI BOUT TIME (S),0.445625
C1-N_8D2-0,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),64.0
C1-N_8D2-0,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),6.457060884106227
C1-N_8D2-0,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),28.52
C1-N_8D2-0,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),
C1-N_8D2-0,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),
C1-N_8D2-0,Animal_1,Tail_base,Top_half,rectangle,MEAN ROI BOUT TIME (S),
C1-N_8D2-0,Animal_1,Tail_base,Top_half,rectangle,ROI ENTRIES (COUNTS),0.0
C1-N_8D2-0,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI MOVEMENT (CM),0.0
C1-N_8D2-0,Animal_1,Tail_base,Top_half,rectangle,TOTAL ROI TIME (S),0.0
C1-N_8D2-5,Animal_1,Tail_base,Chamber1,rectangle,AVERAGE ROI VELOCITY (CM/S),3.2452430587138412
C1-N_8D2-5,Animal_1,Tail_base,Chamber1,rectangle,FIRST ROI ENTRY TIME (S),0.4
C1-N_8D2-5,Animal_1,Tail_base,Chamber1,rectangle,MEAN ROI BOUT TIME (S),0.6377142857142857
C1-N_8D2-5,Animal_1,Tail_base,Chamber1,rectangle,ROI ENTRIES (COUNTS),35.0
C1-N_8D2-5,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI MOVEMENT (CM),60.82587150364739
C1-N_8D2-5,Animal_1,Tail_base,Chamber1,rectangle,TOTAL ROI TIME (S),22.32
C1-N_8D2-5,Animal_1,Tail_base,Chamber2,rectangle,AVERAGE ROI VELOCITY (CM/S),5.9116844343070145
C1-N_8D2-5,Animal_1,Tail_base,Chamber2,rectangle,FIRST ROI ENTRY TIME (S),17.84
C1-N_8D2-5,Animal_1,Tail_base,Chamber2,rectangle,MEAN ROI BOUT TIME (S),0.8254545454545454
C1-N_8D2-5,Animal_1,Tail_base,Chamber2,rectangle,ROI ENTRIES (COUNTS),22.0
C1-N_8D2-5,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI MOVEMENT (CM),87.40510621539565
C1-N_8D2-5,Animal_1,Tail_base,Chamber2,rectangle,TOTAL ROI TIME (S),18.16
C1-N_8D2-5,Animal_1,Tail_base,Chamber3,rectangle,AVERAGE ROI VELOCITY (CM/S),1.8417327965199402
C1-N_8D2-5,Animal_1,Tail_base,Chamber3,rectangle,FIRST ROI ENTRY TIME (S),23.0
C1-N_8D2-5,Animal_1,Tail_base,Chamber3,rectangle,MEAN ROI BOUT TIME (S),0.6190243902439024
C1-N_8D2-5,Animal_1,Tail_base,Chamber3,rectangle,ROI ENTRIES (COUNTS),82.0
C1-N_8D2-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI MOVEMENT (CM),72.44543341004028
C1-N_8D2-5,Animal_1,Tail_base,Chamber3,rectangle,TOTAL ROI TIME (S),50.76
C1-N_8D2-5,Animal_1,Tail_base,Top_half,rectangle,AVERAGE ROI VELOCITY (CM/S),0.0
C1-N_8D2-5,Animal_1,Tail_base,Top_half,rectangle,FIRST ROI ENTRY TIME (S),73.76
